,timestep,samples,flow,density,velocity
1493,8100,300,1236.0023999999999,57.65683,25.269894
1494,8400,300,1154.3976,57.81244,24.642414
1495,8700,300,1437.6024,50.293949999999995,32.526198
1496,9000,300,1562.4,39.099340000000005,45.539172
1497,9300,300,1190.3976,52.79169,27.03267
1498,9600,300,1142.4024,57.48393,25.03737
1499,9900,300,1581.6024,44.91543,36.947826
1501,1500,300,1442.3976,34.528130000000004,57.054888000000005
1502,1800,300,379.2024,101.14783,12.337973999999999
1503,2100,300,1298.3976000000002,52.73184,55.177794
1504,2400,300,2157.6024,24.724700000000002,87.04870199999999
1505,2700,300,1224.0,47.81483,36.307062
1506,3000,300,818.4024000000001,76.33136,17.846946000000003
1507,3300,300,1452.0023999999999,44.89947,41.20956
1508,3600,300,1740.0023999999999,41.10897,44.123562
1509,3900,300,1159.2,53.96874,26.686962
1510,4200,300,835.1999999999999,70.70679000000001,17.984484
1511,4500,300,1663.2,41.99076,47.54025000000001
1512,4800,300,1538.4024,44.59091,38.212776000000005
1513,5100,300,1116.0,52.97656,28.056780000000003
1514,5400,300,1187.9999999999998,50.60118,35.574552000000004
1515,5700,300,1540.8000000000002,42.72226,42.089706
1516,6000,300,1382.4,53.008480000000006,30.928122000000005
1517,6300,300,974.3975999999999,62.415569999999995,23.129550000000002
1518,6600,300,1391.9976000000001,48.79238,32.604822000000006
1519,6900,300,1665.5976,42.10381,42.60087
1520,7200,300,1116.0,59.55208,23.179337999999998
1521,7500,300,1082.3976,60.84484,22.090913999999998
1522,7800,300,1605.6000000000001,41.77131,43.409844
1523,8100,300,1231.1999999999998,50.47882,32.263164
1524,8400,300,1238.3999999999999,54.08312,26.539542
1525,8700,300,1406.3976,38.975649999999995,44.001684000000004
1526,9000,300,1413.5976,45.080349999999996,34.31613600000001
1527,9300,300,1178.4024,57.29906,25.68024
1528,9600,300,1200.0024,49.36029,30.564
1529,9900,300,1548.0,40.41205,44.564634000000005
1531,1500,300,1111.1976,44.19989,51.340824000000005
1532,1800,300,429.60240000000005,94.75452,13.665942000000001
1533,2100,300,1447.1999999999998,51.146480000000004,59.892534
1534,2400,300,2059.2,30.83073,71.786034
1535,2700,300,1051.2,59.97502,24.065748
1536,3000,300,777.6000000000001,76.30476,17.133336
1537,3300,300,1524.0023999999999,42.93772,48.39588
1538,3600,300,1723.1976000000002,31.96655,65.597202
1539,3900,300,988.7975999999999,65.48255,20.656295999999998
1540,4200,300,832.8024,66.80856,18.425340000000002
1541,4500,300,1725.6024,35.711830000000006,59.227254
1542,4800,300,1444.8024,36.49919,53.88336
1543,5100,300,998.4024000000001,60.626720000000006,21.651948
1544,5400,300,950.4000000000001,68.4817,18.84546
1545,5700,300,1893.6000000000001,32.61958,59.523174
1546,6000,300,1255.1976000000002,46.2574,32.709744
1547,6300,300,892.8,63.707,20.148372000000002
1548,6600,300,1353.6,47.71242,36.421272
1549,6900,300,1655.9999999999998,35.655969999999996,49.39828200000001
1550,7200,300,1084.8024,56.716519999999996,25.984530000000003
1551,7500,300,964.8000000000001,70.13888,19.00746
1552,7800,300,1600.7975999999999,37.76003,46.074042000000006
1553,8100,300,1416.0023999999999,50.57591,30.908141999999998
1554,8400,300,1084.8024,56.700559999999996,23.953536
1555,8700,300,1142.4024,55.36391,27.090774000000003
1556,9000,300,1550.3976,37.13892,50.723226000000004
1557,9300,300,1283.9976000000001,47.1884,36.366732
1558,9600,300,1046.3976,58.82457,23.383512
1559,9900,300,1492.7975999999999,46.23213,41.836986
1561,1500,300,1144.8,47.47834,36.747162
1562,1800,300,439.2,99.05175,13.101641999999998
1563,2100,300,1336.8024,50.55596,69.88977000000001
1564,2400,300,2020.8024,29.66432,68.98149000000001
1565,2700,300,1128.0024,58.73413,27.149364
1566,3000,300,736.7976000000001,81.54097,14.300334000000001
1567,3300,300,1375.2,44.72125,47.695284
1568,3600,300,1812.0023999999999,35.57617,56.43178199999999
1569,3900,300,940.8024,65.88155,20.23623
1570,4200,300,827.9999999999999,62.865109999999994,19.048716000000002
1571,4500,300,1555.2000000000003,42.88984,41.291694
1572,4800,300,1531.2024,35.5775,55.34578799999999
1573,5100,300,1007.9999999999999,64.92129,22.139999999999997
1574,5400,300,1003.1975999999999,63.52346,24.196644
1575,5700,300,1737.5976,37.71215,52.08316200000001
1576,6000,300,1164.0024,60.23437,23.837922000000002
1577,6300,300,979.2,64.97449,22.354433999999998
1578,6600,300,1346.4,48.81366,33.997859999999996
1579,6900,300,1461.6,45.286500000000004,36.478836
1580,7200,300,1108.8,60.40727,24.884442
1581,7500,300,1099.2024,57.71003,24.205661999999997
1582,7800,300,1492.7975999999999,45.35699,37.192284
1583,8100,300,1274.3999999999999,51.33534,29.023704
1584,8400,300,1072.8,56.74844,22.34898
1585,8700,300,1175.9976000000001,55.70572,25.776737999999998
1586,9000,300,1569.6000000000001,39.624689999999994,46.238526
1587,9300,300,1123.2,54.85585,25.857684
1588,9600,300,1056.0023999999999,60.41525,22.569570000000002
1589,9900,300,1490.3999999999999,46.22947,34.121736
1591,1500,300,1185.6024,43.9698,55.36641600000001
1592,1800,300,364.8024,107.53448999999999,11.972394
1593,2100,300,1063.2024,69.70662999999999,41.798214
1594,2400,300,2232.0,24.08098,92.45615400000001
1595,2700,300,1116.0,46.536699999999996,38.647746000000005
1596,3000,300,748.8000000000001,81.58353,14.521139999999999
1597,3300,300,972.0000000000001,58.686249999999994,25.320006
1598,3600,300,2030.3999999999999,29.257340000000003,74.897892
1599,3900,300,1020.0024000000001,58.30321,22.387752
1600,4200,300,806.4000000000001,73.47186,16.84287
1601,4500,300,1363.1976,46.12041,43.180992
1602,4800,300,1636.7976,36.6282,50.7141
1603,5100,300,926.4024000000001,67.22618,21.348198
1604,5400,300,948.0024000000001,67.79542,21.135168
1605,5700,300,1692.0,38.88388,46.593198
1606,6000,300,1233.5976,53.231919999999995,28.891026
1607,6300,300,909.5976,62.740089999999995,20.360429999999997
1608,6600,300,1216.8,51.73965999999999,33.507701999999995
1609,6900,300,1535.9976,44.58027,35.791902
1610,7200,300,1067.9976,63.075250000000004,22.825637999999998
1611,7500,300,995.9975999999999,65.11015,20.58507
1612,7800,300,1363.1976,45.295809999999996,36.877842
1613,8100,300,1336.8024,51.17973,31.847418
1614,8400,300,1099.2024,53.50856,25.844562000000003
1615,8700,300,1012.8024000000001,64.89336,19.923678
1616,9000,300,1655.9999999999998,33.14759,59.36084999999999
1617,9300,300,1010.3975999999999,65.68603999999999,22.472208000000006
1618,9600,300,1111.1976,58.442859999999996,22.358106
1619,9900,300,1202.3999999999999,56.29757,27.894618
1620,1200,200,2448.0,20.298460000000002,120.300876
1621,1500,300,1236.0023999999999,38.23085,48.589524000000004
1622,1800,300,379.2024,104.07249999999999,12.782286000000001
1623,2100,300,1058.3999999999999,61.3662,40.763250000000006
1624,2400,300,2145.6,29.63506,75.61209600000001
1625,2700,300,1039.1976,61.51383,23.919624000000002
1626,3000,300,784.8000000000001,73.39738,16.728444
1627,3300,300,1108.8,49.86303,52.55064
1628,3600,300,1701.5975999999998,36.14275,53.52777
1629,3900,300,1072.8,59.34061,24.668442
1630,4200,300,804.0024,70.35168,17.280000000000005
1631,4500,300,1437.6024,44.585589999999996,43.96626
1632,4800,300,1382.4,51.0587,33.384366
1633,5100,300,1058.3999999999999,54.56192,24.03675
1634,5400,300,871.1999999999999,60.9672,20.960316
1635,5700,300,1571.9976000000001,47.16180000000001,39.572496
1636,6000,300,1178.4024,49.51457,28.60569
1637,6300,300,1031.9976,62.69221,22.453956000000005
1638,6600,300,1080.0,53.37157,31.811994000000002
1639,6900,300,1427.9976000000001,48.41333,33.398298000000004
1640,7200,300,1200.0024,57.61959,26.7408
1641,7500,300,974.3975999999999,64.09403,21.373902
1642,7800,300,1192.8024,50.46153,30.91149
1643,8100,300,1283.9976000000001,51.40849,29.795904000000004
1644,8400,300,1195.1999999999998,46.797380000000004,32.573502
1645,8700,300,931.1976000000001,72.17777,19.080954000000002
1646,9000,300,1418.4,47.76828,38.567502
1647,9300,300,1231.1999999999998,49.90426,28.105272
1648,9600,300,1031.9976,55.93182,23.898132
1649,9900,300,1103.9976,55.98502,26.917811999999998
1650,1200,200,2390.3999999999996,21.47285,111.04155000000002
1651,1500,300,940.8024,65.5557,19.092834
1652,1800,300,364.8024,107.62094,12.114467999999999
1653,2100,300,1180.8,63.31864,54.417096
1654,2400,300,1956.0023999999999,25.28064,84.597804
1655,2700,300,1015.1999999999999,59.260810000000006,24.127686
1656,3000,300,760.8024,76.82878,17.239122
1657,3300,300,1118.3976,51.45371,32.654934
1658,3600,300,1715.9976,31.25766,64.883052
1659,3900,300,916.7976,67.66109,20.101554000000004
1660,4200,300,823.1976,69.58427,18.530046000000002
1661,4500,300,1380.0024,49.73801,35.611812
1662,4800,300,1418.4,40.45727,39.764466
1663,5100,300,914.4,67.6039,18.963774
1664,5400,300,804.0024,71.76015,17.586288000000003
1665,5700,300,1584.0000000000002,43.08934,43.895466
1666,6000,300,1272.0023999999999,51.59868,32.379642
1667,6300,300,806.4000000000001,80.51953,16.858908000000003
1668,6600,300,1027.2024000000001,64.59012,21.070098
1669,6900,300,1646.4024000000002,42.04263,48.21427800000001
1670,7200,300,1029.6,61.33428,21.990204000000002
1671,7500,300,859.1976,70.15617,17.859204000000002
1672,7800,300,1368.0,47.83212,34.626312000000006
1673,8100,300,1305.5976,43.20239,38.425374
1674,8400,300,936.0,65.86426,19.398474
1675,8700,300,926.4024000000001,63.644490000000005,19.935234
1676,9000,300,1560.0024,40.17797,44.08063200000001
1677,9300,300,1072.8,54.980869999999996,25.139591999999997
1678,9600,300,1003.1975999999999,57.72865,22.982292
1679,9900,300,1010.3975999999999,62.91831,22.305456
1681,1500,300,1106.4024,41.52792,49.127094
1682,1800,300,367.20000000000005,98.84559999999999,13.552919999999999
1683,2100,300,943.2,70.27853,43.735896
1684,2400,300,1972.8000000000002,32.92548,60.582492
1685,2700,300,1144.8,54.1443,30.984930000000002
1686,3000,300,724.8023999999999,78.47133000000001,16.986780000000003
1687,3300,300,959.9975999999998,63.84665,25.407
1688,3600,300,1718.4024000000002,34.16637,59.422625999999994
1689,3900,300,979.2,63.37849,20.99115
1690,4200,300,784.8000000000001,75.50543,17.091756
1691,4500,300,1185.6024,48.41333,32.06115
1692,4800,300,1507.1976,40.52776,44.378009999999996
1693,5100,300,900.0,61.23852,19.079982
1694,5400,300,823.1976,73.66072,16.514874
1695,5700,300,1430.4024,48.64475,35.870148
1696,6000,300,1236.0023999999999,48.21915,32.808942
1697,6300,300,988.7975999999999,64.27358000000001,22.03254
1698,6600,300,827.9999999999999,74.83511,16.966962000000002
1699,6900,300,1574.4024,43.23431,41.421942
1700,7200,300,1017.5975999999999,64.00758,22.147668
1701,7500,300,926.4024000000001,70.68551,19.221786
1702,7800,300,1204.7976,53.05769,32.012766
1703,8100,300,1351.2024,43.48834,37.03266
1704,8400,300,959.9975999999998,61.152069999999995,21.613500000000002
1705,8700,300,936.0,64.78563,21.032298
1706,9000,300,1372.8024,50.047900000000006,32.551038
1707,9300,300,1106.4024,53.54314,25.99263
1708,9600,300,955.2024,69.10946,20.297466
1709,9900,300,1099.2024,52.93532999999999,26.198262000000003
1710,1200,200,2250.0,21.972929999999998,105.33024
1711,1500,300,1154.3976,54.04588,32.916402
1712,1800,300,336.0024,105.13383999999999,13.23
1713,2100,300,959.9975999999998,68.18644,48.2085
1714,2400,300,2100.0024,25.93766,86.690034
1715,2700,300,938.3976,69.99391,18.064458000000002
1716,3000,300,724.8023999999999,79.31056,16.325172000000002
1717,3300,300,914.4,61.95539,27.524393999999997
1718,3600,300,1615.1975999999997,41.08503,46.192842000000006
1719,3900,300,1003.1975999999999,58.56655,24.506712000000004
1720,4200,300,768.0024,75.83926,16.605000000000004
1721,4500,300,1219.1976000000002,59.20096,27.839754
1722,4800,300,1387.2024000000001,52.47781,31.409694
1723,5100,300,912.0024,66.78728000000001,19.241064
1724,5400,300,796.8024,76.72503999999999,16.590366
1725,5700,300,1312.7975999999999,51.05737,31.037634
1726,6000,300,1300.8024,45.77993,36.016596
1727,6300,300,897.6024,70.90762,16.979706
1728,6600,300,844.7976,65.93608,20.065914
1729,6900,300,1358.4024,48.59288,33.36363
1730,7200,300,1142.4024,52.31023,28.883196000000005
1731,7500,300,940.8024,62.346410000000006,20.828556
1732,7800,300,936.0,66.61039,20.201562
1733,8100,300,1420.7976,49.626290000000004,33.321294
1734,8400,300,984.0024000000001,63.38115,20.506823999999998
1735,8700,300,883.2024,70.2905,17.197812
1736,9000,300,1187.9999999999998,47.2682,29.825442000000002
1737,9300,300,1293.6024,55.94911,26.89983
1738,9600,300,936.0,61.548410000000004,21.30921
1739,9900,300,868.8023999999999,66.0478,19.168488
1740,1200,200,2329.2000000000003,24.26851,101.289636
1741,1500,300,1039.1976,58.84585,26.650782000000003
1742,1800,300,360.0,107.57306,13.355982
1743,2100,300,931.1976000000001,74.78324,55.600506
1744,2400,300,1812.0023999999999,29.64836,64.84293
1745,2700,300,1070.4024,56.942620000000005,26.92737
1746,3000,300,772.7975999999999,77.58555,16.099398
1747,3300,300,799.2000000000002,66.0345,23.675652000000003
1748,3600,300,1620.0,38.10982,47.984021999999996
1749,3900,300,1007.9999999999999,61.8716,21.085704
1750,4200,300,748.8000000000001,78.24789,15.386543999999999
1751,4500,300,1247.9976000000001,54.027260000000005,28.401948
1752,4800,300,1204.7976,50.36045,28.656558
1753,5100,300,957.6,66.16883,21.49173
1754,5400,300,847.2024,73.98657,17.66853
1755,5700,300,1276.7976,53.52319,29.395494
1756,6000,300,1144.8,54.72684,25.143372000000003
1757,6300,300,955.2024,63.91714,20.053278
1758,6600,300,974.3975999999999,66.45744,22.624164
1759,6900,300,1130.4,54.60315000000001,28.524852
1760,7200,300,1139.9976,58.27129,26.056404
1761,7500,300,916.7976,67.82202,20.030868
1762,7800,300,1128.0024,55.02875,28.160406
1763,8100,300,1020.0024000000001,57.76322999999999,22.88331
1764,8400,300,1106.4024,55.95044,27.597401999999995
1765,8700,300,959.9975999999998,61.10419,21.006
1766,9000,300,1139.9976,58.17154,23.703138000000003
1767,9300,300,1175.9976000000001,60.51367,23.109786
1768,9600,300,868.8023999999999,67.52277,19.884528
1769,9900,300,1015.1999999999999,64.3055,21.140406000000002
1771,1500,300,1355.9976,31.43721,65.03895
1772,1800,300,316.79999999999995,108.97089,13.5
1773,2100,300,432.0,93.79559,26.579988000000004
1774,2400,300,1967.9976,28.50057,71.08900200000001
1775,2700,300,1315.2024,30.177699999999998,53.733942
1776,3000,300,779.9975999999999,80.31604,14.604947999999998
1777,3300,300,520.7976000000001,96.17496,12.342834
1778,3600,300,1591.2,46.842600000000004,43.84341
1779,3900,300,1152.0,53.464670000000005,25.019982
1780,4200,300,746.4024,72.39722,16.911882
1781,4500,300,859.1976,66.91628999999999,20.800584
1782,4800,300,1466.4024,42.897819999999996,39.390840000000004
1783,5100,300,998.4024000000001,68.81818999999999,20.016341999999998
1784,5400,300,864.0,63.091210000000004,19.380006
1785,5700,300,907.2,68.05078,19.914282
1786,6000,300,1247.9976000000001,50.57724,33.002316
1787,6300,300,1024.7975999999999,56.003640000000004,24.445422
1788,6600,300,842.4,71.63113999999999,17.78463
1789,6900,300,1132.7976,51.66917,30.146202
1790,7200,300,1099.2024,59.99763,23.934474
1791,7500,300,912.0024,63.79744,20.13633
1792,7800,300,923.9976,67.66906999999999,19.496106
1793,8100,300,1152.0,58.10105,26.167482000000003
1794,8400,300,993.5999999999999,67.10515000000001,20.256534
1795,8700,300,938.3976,65.17,20.108466
1796,9000,300,976.8024,61.82106,21.042773999999998
1797,9300,300,1190.3976,57.96272999999999,26.586306
1798,9600,300,1048.8024,62.7095,21.365208
1799,9900,300,827.9999999999999,69.62284,17.906076000000002
1800,1200,200,2080.8,31.056829999999998,68.29412400000001
1801,1500,300,1238.3999999999999,46.688320000000004,36.512802
1802,1800,300,374.40000000000003,105.38387999999999,13.223087999999999
1803,2100,300,576.0,86.95805999999999,30.0375
1804,2400,300,1884.0023999999999,31.173869999999997,61.154136
1805,2700,300,1118.3976,55.16042,25.829604000000003
1806,3000,300,720.0,70.45675000000001,15.588018
1807,3300,300,667.2024,86.86628999999999,13.907916000000002
1808,3600,300,1497.6000000000001,35.12929,45.38943
1809,3900,300,1027.2024000000001,61.18532,23.580827999999997
1810,4200,300,813.5999999999999,71.27071,16.6779
1811,4500,300,851.9975999999999,63.12845,21.934638
1812,4800,300,1267.1999999999998,57.75126,29.014794
1813,5100,300,1036.8,63.04865,24.500016
1814,5400,300,787.1975999999999,75.29795,17.056116
1815,5700,300,1000.7999999999998,60.45515,22.661856000000004
1816,6000,300,1142.4024,64.19112,24.765102
1817,6300,300,981.5975999999998,59.81675,22.326138000000004
1818,6600,300,851.9975999999999,70.04312,17.751528
1819,6900,300,912.0024,65.92411,20.790000000000003
1820,7200,300,1224.0,57.86165,25.147044
1821,7500,300,914.4,64.57016999999999,19.47402
1822,7800,300,854.4024,66.15553,18.444942
1823,8100,300,1007.9999999999999,63.44233,21.175722
1824,8400,300,1187.9999999999998,56.35476,27.523638000000002
1825,8700,300,923.9976,63.617889999999996,19.706490000000002
1826,9000,300,823.1976,72.32939,17.286318
1827,9300,300,1084.8024,57.33763,26.151768000000004
1828,9600,300,1142.4024,55.600649999999995,26.659692
1829,9900,300,851.9975999999999,63.55139,18.025362
1830,1200,200,2379.6,23.09279,102.78792
1831,1500,300,1125.5976,48.84558,32.814504
1832,1800,300,235.2024,114.65531,11.351016
1833,2100,300,768.0024,82.76457,39.55500000000001
1834,2400,300,1759.1976,40.14472,49.137786
1835,2700,300,1017.5975999999999,61.65481,23.586768
1836,3000,300,736.7976000000001,78.23459,15.426071999999998
1837,3300,300,676.8,75.85123,16.716996
1838,3600,300,1411.2,46.585910000000005,37.763279999999995
1839,3900,300,1017.5975999999999,59.89655,23.102819999999998
1840,4200,300,763.2,78.0311,16.047179999999997
1841,4500,300,832.8024,76.23693,17.040348
1842,4800,300,1257.6024,55.003479999999996,27.453438
1843,5100,300,972.0000000000001,59.815419999999996,24.053328000000004
1844,5400,300,768.0024,78.29444,16.84125
1845,5700,300,928.8000000000001,66.47872,21.33486
1846,6000,300,1108.8,61.4061,23.645466000000003
1847,6300,300,974.3975999999999,65.71663,22.318254
1848,6600,300,823.1976,71.52739999999999,16.939962000000005
1849,6900,300,1000.7999999999998,67.54804,22.661856000000004
1850,7200,300,1092.0024,61.13345,23.202180000000002
1851,7500,300,902.3976,71.81069000000001,19.158498
1852,7800,300,808.7975999999999,79.99684,16.9371
1853,8100,300,1116.0,49.32305,28.451628
1854,8400,300,986.4000000000001,57.16207,25.528446000000006
1855,8700,300,885.6,70.99939,18.424367999999998
1856,9000,300,842.4,66.23001000000001,17.984592000000003
1857,9300,300,1065.6,55.06732,23.22972
1858,9600,300,1020.0024000000001,54.18952,23.848938000000004
1859,9900,300,883.2024,68.43115999999999,20.00052
1860,1200,200,2210.4,20.25058,108.87949800000001
1861,1500,300,1132.7976,54.20016,28.555956000000002
1862,1800,300,213.6024,120.71878000000001,9.95058
1863,2100,300,470.3976,92.71030999999999,32.951016
1864,2400,300,1984.8024,26.43242,74.901348
1865,2700,300,1053.5975999999998,56.75908,24.183144000000002
1866,3000,300,684.0,79.75877,15.404202000000002
1867,3300,300,448.79760000000005,102.14666000000001,12.879161999999999
1868,3600,300,1607.9976,38.929100000000005,42.660000000000004
1869,3900,300,919.2024,69.49249999999999,18.343098
1870,4200,300,804.0024,66.95486,19.036998
1871,4500,300,736.7976000000001,75.46553,16.217603999999998
1872,4800,300,1236.0023999999999,49.60235,29.621375999999998
1873,5100,300,900.0,69.06956,19.6992
1874,5400,300,873.5975999999999,61.692049999999995,19.241226
1875,5700,300,748.8000000000001,78.25853,15.525
1876,6000,300,1175.9976000000001,57.10754,24.542460000000002
1877,6300,300,880.7976,68.61336999999999,19.098612
1878,6600,300,916.7976,74.68348999999999,17.71254
1879,6900,300,859.1976,68.52027000000001,19.035756
1880,7200,300,1024.7975999999999,58.42158,23.825772000000004
1881,7500,300,926.4024000000001,66.33907,19.011941999999998
1882,7800,300,878.4,72.52756000000001,18.368856
1883,8100,300,959.9975999999998,61.355560000000004,22.882499999999997
1884,8400,300,967.1975999999999,63.88788,20.903237999999998
1885,8700,300,904.8024,69.69333,19.35117
1886,9000,300,885.6,66.59975,18.936612000000004
1887,9300,300,909.5976,68.60938,18.99261
1888,9600,300,1029.6,61.773179999999996,20.807010000000002
1889,9900,300,859.1976,70.75999,17.964828
1890,1200,200,2124.0000000000005,29.64304,71.472186
1891,1500,300,1123.2,52.28895,33.276906
1892,1800,300,275.9976,108.94030000000001,13.288698
1893,2100,300,540.0,89.77766,42.623982
1894,2400,300,1831.1976000000002,29.575210000000002,66.76749
1895,2700,300,938.3976,65.13409,18.533988
1896,3000,300,746.4024,72.79888,17.276544
1897,3300,300,475.20000000000005,97.65791,10.990890000000002
1898,3600,300,1416.0023999999999,46.11376,34.624044
1899,3900,300,887.9976,66.81654,18.900000000000002
1900,4200,300,851.9975999999999,71.65907,18.147024000000002
1901,4500,300,789.6024,81.38004,16.068672
1902,4800,300,1058.3999999999999,57.047689999999996,24.379596
1903,5100,300,943.2,58.15957,21.613716
1904,5400,300,837.5975999999999,77.61081999999999,15.828642
1905,5700,300,804.0024,75.45621999999999,17.360622000000003
1906,6000,300,1031.9976,62.32646,20.997198
1907,6300,300,890.4024,64.68056,20.464704
1908,6600,300,904.8024,69.83697,17.775612000000002
1909,6900,300,768.0024,68.39658,16.571250000000003
1910,7200,300,1005.6024000000001,67.64247,19.576620000000002
1911,7500,300,923.9976,68.19175999999999,20.828556
1912,7800,300,840.0024000000001,73.06089,17.696556000000005
1913,8100,300,844.7976,73.60619,16.96707
1914,8400,300,995.9975999999999,62.53261,21.13155
1915,8700,300,950.4000000000001,59.82606,21.395448000000002
1916,9000,300,772.7975999999999,74.90427,17.222976
1917,9300,300,900.0,70.94885,18.403200000000002
1918,9600,300,1000.7999999999998,62.664280000000005,22.001436000000005
1919,9900,300,871.1999999999999,68.0561,18.937206
1921,1500,300,1036.8,56.82159,25.587522
1922,1800,300,300.00239999999997,110.48975,13.9968
1923,2100,300,175.1976,123.80172,6.435612000000001
1924,2400,300,1960.7975999999999,23.11274,87.99953399999998
1925,2700,300,1034.4024,57.6688,23.729922
1926,3000,300,715.1976000000001,80.58869,16.127532000000002
1927,3300,300,506.39760000000007,88.79745,13.052124000000001
1928,3600,300,1243.2024,59.02008,32.858675999999996
1929,3900,300,1017.5975999999999,61.49388,22.962744000000004
1930,4200,300,765.5976,77.40733,15.861419999999999
1931,4500,300,645.6024,88.81075,13.048344
1932,4800,300,1036.8,59.1451,24.450012
1933,5100,300,995.9975999999999,64.48505,21.873240000000003
1934,5400,300,806.4000000000001,69.52841,18.546408000000003
1935,5700,300,724.8023999999999,73.04094,16.682760000000002
1936,6000,300,936.0,64.904,20.76921
1937,6300,300,998.4024000000001,65.68205,23.858658
1938,6600,300,787.1975999999999,77.82494999999999,17.61588
1939,6900,300,806.4000000000001,70.00854,17.630352
1940,7200,300,897.6024,67.22884,20.473776
1941,7500,300,1029.6,59.6106,23.060160000000003
1942,7800,300,799.2000000000002,65.04631,18.032436
1943,8100,300,763.2,73.10611,16.36983
1944,8400,300,962.4024000000001,64.9838,21.317202
1945,8700,300,866.3976,71.19623,18.817704000000003
1946,9000,300,851.9975999999999,65.12212000000001,17.934102000000003
